KEY_SKU_MEDICAMENTO;QTD_VENDIDA;DATA
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL AL X 28;741;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL AL X 30;11135;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL AL X 60;11115;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS INC X 30;15526;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS OPC X 30;109566;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS OPC X 60;18758;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30;1164;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS PVDC TRANS X 30;367;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS TRANS X 14;5;2020-12-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS TRANS X 15;109;2020-04-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS TRANS X 28;22392;2020-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS TRANS X 30;495061;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS TRANS X 60;97699;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS TRANS X 60 ;20366;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PLAS TRANS X 7;9;2019-11-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PVC TRANS X 28;4;2017-12-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PVC TRANS X 30;68845;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PVDC TRANS X 28;2705;2021-05-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL PVDC TRANS X 30;6990;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL/AL X 28;514;2020-09-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CT BL AL/AL X 30;8139;2021-10-01
OXALATO DE ESCITALOPRAM 10 MG COM REV CX BL AL PVC TRANS X 98;3;2020-02-01
OXALATO DE ESCITALOPRAM 10 MG COM REV VT BL AL PLAS INC X 30;1653;2021-10-01
OXALATO DE ESCITALOPRAM 10MG COM REV CT BL AL PLAS OPC X 30;3938;2021-10-01
OXALATO DE ESCITALOPRAM 10MG COM REV CT BL AL PLAS OPC X 30;4906;2021-10-01
OXALATO DE ESCITALOPRAM 10MG COM REV CT BL AL PLAS OPC X 60;410;2021-01-01
OXALATO DE ESCITALOPRAM 15 MG COM REV CT BL AL AL X 28;181;2021-10-01
OXALATO DE ESCITALOPRAM 15 MG COM REV CT BL AL PLAS OPC X 30;66355;2021-10-01
OXALATO DE ESCITALOPRAM 15 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30;17760;2021-10-01
OXALATO DE ESCITALOPRAM 15 MG COM REV CT BL AL PLAS TRANS X 28;12187;2021-06-01
OXALATO DE ESCITALOPRAM 15 MG COM REV CT BL AL PLAS TRANS X 30;62936;2021-10-01
OXALATO DE ESCITALOPRAM 15 MG COM REV CT BL AL PLAS TRANS X 60;3513;2021-10-01
OXALATO DE ESCITALOPRAM 15MG COM REV CT BL AL PLAS OPC X 30;2483;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL AL X 28;249;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL AL X 30;4811;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL AL X 60;88;2021-09-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PLAS INC X 30;8561;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PLAS OPC X 30;75629;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PLAS PVDC TRANS X 30;465;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 14;6;2021-09-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 28;4986;2021-03-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 30;89863;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 30 ;22721;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PLAS TRANS X 60;10608;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PVC TRANS X 30;12457;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PVDC TRANS X 28;602;2019-12-01
OXALATO DE ESCITALOPRAM 20 MG COM REV CT BL AL PVDC TRANS X 30;4880;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG COMP REV CT BL AL PLAS TRANS X 30;256;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG/ ML SOL CT FR GOT PLAS AMB X 15 ML ;1;2018-02-01
OXALATO DE ESCITALOPRAM 20 MG/ML SOL CT FR GOT PLAS AMB X 15 ML;15184;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG/ML SOL CT FR VD AMB X 30 ML;1879;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG/ML SOL CT FR VD AMB X 30 ML COM SABOR;4233;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG/ML SOL OR CT FR VD AMB CGT X 15 ML;5575;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG/ML SOL OR CT FR VD AMB GOT X 15 ML;11000;2021-10-01
OXALATO DE ESCITALOPRAM 20 MG/ML SOL OR CT FR VD AMB GOT X 15 ML ;1;2017-10-01
OXALATO DE ESCITALOPRAM 20MG COM REV CT BL AL PLAS OPC X 30;1571;2021-10-01
OXCARBAZEPINA 150 MG COM REV CT BL AL PLAS INC X 10;6;2018-03-01
OXCARBAZEPINA 300 MG COM REV CT  BL AL PLAS INC X 30;148;2021-09-01
OXCARBAZEPINA 300 MG COM REV CT  BL AL PLAS TRANS X 30;2030;2021-10-01
OXCARBAZEPINA 300 MG COM REV CT  BL AL PLAS TRANS X 60;1115;2021-10-01
OXCARBAZEPINA 300 MG COM REV CT BL AL AL X 30;5008;2021-10-01
OXCARBAZEPINA 300 MG COM REV CT BL AL AL X 60;186;2021-10-01
OXCARBAZEPINA 300 MG COM REV CT BL AL PLAS INC X 20;118;2019-12-01
OXCARBAZEPINA 300 MG COM REV CT BL AL PLAS INC X 30;357875;2021-10-01
OXCARBAZEPINA 300 MG COM REV CT BL AL PLAS INC X 60;87;2021-10-01
OXCARBAZEPINA 300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20;886;2021-10-01
OXCARBAZEPINA 300 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60;19615;2021-10-01
OXCARBAZEPINA 300 MG COM REV CT BL AL PLAS TRANS X 20;107;2020-06-01
OXCARBAZEPINA 300 MG COM REV CT BL AL PLAS TRANS X 30;3458;2021-10-01
OXCARBAZEPINA 300 MG COM REV CT BL AL PLAS TRANS X 60;9034;2021-10-01
OXCARBAZEPINA 60 MG/ML SUS OR CT FR VD AMB X 100 ML + 2 SER DOS ;24095;2021-10-01
OXCARBAZEPINA 60 MG/ML SUS OR CT FR VD AMB X 100 ML ;38;2021-03-01
OXCARBAZEPINA 60 MG/ML SUS OR CT FR VD AMB X 100 ML + SER DOS;3021;2021-10-01
OXCARBAZEPINA 600 MG COM REV CT  BL AL PLAS INC X 30;14;2019-04-01
OXCARBAZEPINA 600 MG COM REV CT  BL AL PLAS TRANS X 30;776;2021-10-01
OXCARBAZEPINA 600 MG COM REV CT  BL AL PLAS TRANS X 60;400;2021-09-01
OXCARBAZEPINA 600 MG COM REV CT BL AL AL X 30;947;2021-09-01
OXCARBAZEPINA 600 MG COM REV CT BL AL AL X 60;47;2021-10-01
OXCARBAZEPINA 600 MG COM REV CT BL AL PLAS INC X 20;67;2021-04-01
OXCARBAZEPINA 600 MG COM REV CT BL AL PLAS INC X 30;27914;2021-10-01
OXCARBAZEPINA 600 MG COM REV CT BL AL PLAS INC X 60;31;2021-10-01
OXCARBAZEPINA 600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20;311;2021-09-01
OXCARBAZEPINA 600 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60;12370;2021-10-01
OXCARBAZEPINA 600 MG COM REV CT BL AL PLAS TRANS X 20;41;2020-05-01
OXCARBAZEPINA 600 MG COM REV CT BL AL PLAS TRANS X 30;1009;2021-10-01
OXCARBAZEPINA 600 MG COM REV CT BL AL PLAS TRANS X 60;5064;2021-10-01
PALIPERIDONA + PALIPERIDONA 3,0 MG COM REV LIB PROL CT BL AL PLAS INC X 28;288;2021-10-01
PALIPERIDONA + PALIPERIDONA 6,0 MG COM REV LIB PROL CT BL AL PLAS INC X 28;554;2021-10-01
PALIPERIDONA + PALIPERIDONA 6,0 MG COM REV LIB PROL CT BL AL/AL X 28;38;2021-10-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS + 2 AGU X 0,50 ML;2;2021-07-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS + 2 AGU X 0,75 ML;1;2021-07-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS X 0,50 ML;65;2021-06-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS X 0,50 ML+ 2 AGU;7;2021-08-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS X 0,75 ML;140;2021-07-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS X 0,75 ML + 2 AGU;10;2021-08-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS X 1 ML + 2 AGU;10;2021-08-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS X 1,00 ML;232;2021-07-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS X 1,50 ML;240;2021-07-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS X 1,50 ML + 2 AGU;5;2021-08-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL IM CT 1 SER PREENC PLAS COC TRANS X 0,50 ML+ 2 AGU;124;2021-10-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL IM CT 1 SER PREENC PLAS COC TRANS X 0,75 ML + 2 AGU;211;2021-10-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL IM CT 1 SER PREENC PLAS COC TRANS X 1 ML + 2 AGU;357;2021-10-01
PALMITATO DE PALIPERIDONA 100 MG/ML SUS INJ LIB PROL IM CT 1 SER PREENC PLAS COC TRANS X 1,50 ML + 2 AGU;436;2021-10-01
PALMITATO DE PALIPERIDONA 200 MG/ML SUS INJ LIB PROL CT 1 SER PREENC + 2 AGU X 0,875 ML;1;2020-04-01
PALMITATO DE PALIPERIDONA 200 MG/ML SUS INJ LIB PROL CT 1 SER PREENC + 2 AGU X 1,750 ML;1;2020-03-01
PALMITATO DE PALIPERIDONA 200 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS + 2 AGU X 1,315 ML;5;2021-07-01
PALMITATO DE PALIPERIDONA 200 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS + 2 AGU X 1,750 ML;3;2021-07-01
PALMITATO DE PALIPERIDONA 200 MG/ML SUS INJ LIB PROL CT 1 SER PREENC PLAS TRANS X 0,875 ML + 2 AGU;2;2021-07-01
PALMITATO DE PALIPERIDONA 200 MG/ML SUS INJ LIB PROL IM CT 1 SER PREENC PLAS COC TRANS X 1,750 ML + 2 AGU;1;2021-10-01
PAMOATO DE IMIPRAMINA 150 MG CAP GEL DURA CT BL AL PLAS INC X 30;211;2019-11-01
PAMOATO DE IMIPRAMINA 75 MG CAP GEL DURA CT BL AL PLAS INC X 20;2;2017-12-01
PAMOATO DE IMIPRAMINA 75 MG CAP GEL DURA CT BL AL PLAS INC X 30;2262;2019-04-01
PAMOATO DE IMIPRAMINA 75 MG CAP GEL DURA CT FR VD AMB X 30;1;2018-03-01
PARACETAMOL + PARACETAMOL 750 MG COM CX 50 BL AL PLAS LAR X 4;2;2018-04-01
PARACETAMOL 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML;105;2021-07-01
PENICILINA G BENZATINA 1.200.000 UI PO SUS INJ CT FA;391;2021-07-01
PENICILINA G BENZATINA 1.200.000 UI PO SUS INJ CT FA + DIL X 4 ML;376;2021-10-01
PENTOXIFILINA 400 MG COM REV LIB PROL CT BL AL PLAS TRANS X 30;2;2021-01-01
PERAMPANEL 2 MG COM REV CT BL AL PLAS TRANS X 28;2;2019-12-01
PERAMPANEL 4 MG COM REV CT BL AL PLAS TRANS X 28;1;2019-11-01
PERAMPANEL 8 MG COM REV CT BL AL PLAS TRANS X 28;2;2019-12-01
PERICIAZINA 10 MG COM REV CT BL AL PLAS INC X 20;12996;2021-10-01
PERICIAZINA 10 MG/ML SOL OR PED CT FR VD CGT X 20 ML;10396;2021-10-01
PERICIAZINA 40 MG/ML SOL OR CT FR VD CGT X 20 ML;34332;2021-10-01
PERINDOPRIL ARGININA 5 MG COM REV CT TB PLAS X 30;1;2021-01-01
PIMOZIDA 1 MG COM CT BL AL PLAS INC X 20;5017;2020-04-01
PIMOZIDA 4 MG COM CT BL AL PLAS INC X 20;4043;2020-08-01
PIPERACILINA SÓDICA + TAZOBACTAM SÓDICO 4 G + 500 MG PO SOL INJ IV CT 10 FA VD TRANS;17;2021-10-01
PIRACETAM 800 MG COM REV CT BL AL PLAS TRANS X 30;1;2018-01-01
PIROXICAM 5 MG/G GEL CT BG AL X 30 G ;2;2019-12-01
POLYPODIUM LEUCOTOMOS 250 MG CAP DURA CT FR PLAS PET TRANS X 60;5;2019-10-01
PREGABALINA 100 MG CAP DURA CT BL AL PLAS TRANS X 28;2398;2021-10-01
PREGABALINA 100 MG CAP GEL DURA CT BL AL PLAS TRANS X 28;2005;2021-07-01
PREGABALINA 150 MG CAP DURA CT BL AL AL X 28;1;2019-12-01
PREGABALINA 150 MG CAP DURA CT BL AL PLAS PVC TRANS X 14;23;2020-08-01
PREGABALINA 150 MG CAP DURA CT BL AL PLAS PVC TRANS X 28;11218;2021-10-01
PREGABALINA 150 MG CAP DURA CT BL AL PLAS PVC TRANS X 30;6105;2021-10-01
PREGABALINA 150 MG CAP DURA CT BL AL PLAS PVC/PCTFE TRANS X 30;20660;2021-10-01
PREGABALINA 150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30;16960;2021-10-01
PREGABALINA 150 MG CAP DURA CT BL AL PLAS TRANS X 14;1;2020-02-01
PREGABALINA 150 MG CAP DURA CT BL AL PLAS TRANS X 28;5925;2021-10-01
PREGABALINA 150 MG CAP DURA CT BL AL PLAS TRANS X 30;7327;2021-10-01
PREGABALINA 150 MG CAP DURA CT BL AL PVC/ACLAR X 30;603;2021-01-01
PREGABALINA 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 28;151;2020-01-01
PREGABALINA 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;28442;2021-10-01
PREGABALINA 150 MG CAP GEL DURA CT BL AL PVC X 30;39;2020-06-01
PREGABALINA 150 MG CAP GEL DURA CT BL AL PVC/ACLAR X 30;3682;2020-06-01
PREGABALINA 150 MG COM CT BL AL PLAS TRANS X 10;13;2021-10-01
PREGABALINA 150 MG COM CT BL AL PLAS TRANS X 30;3071;2021-10-01
PREGABALINA 25 MG CAP DURA CT BL AL PLAS PVC TRANS X 14;3803;2021-10-01
PREGABALINA 25 MG CAP DURA CT BL AL PLAS PVC TRANS X 15;704;2021-10-01
PREGABALINA 25 MG CAP GEL DURA CT BL AL PLAS TRANS X 14;82;2020-01-01
PREGABALINA 50 MG CAP DURA CT BL AL PLAS PVC TRANS X 30;14491;2021-10-01
PREGABALINA 50 MG CAP DURA CT BL AL PLAS TRANS X 14;7;2020-06-01
PREGABALINA 50 MG CAP DURA CT BL AL PLAS TRANS X 28;35586;2021-10-01
PREGABALINA 50 MG CAP DURA CT BL AL PLAS TRANS X 30;722;2020-03-01
PREGABALINA 75 MG CAP DURA CT BL AL PLAS PVC TRANS X 14;26;2021-10-01
PREGABALINA 75 MG CAP DURA CT BL AL PLAS PVC TRANS X 28;31202;2021-10-01
PREGABALINA 75 MG CAP DURA CT BL AL PLAS PVC TRANS X 30;25337;2021-10-01
PREGABALINA 75 MG CAP DURA CT BL AL PLAS PVC/PCTFE TRANS X 30;66196;2021-10-01
PREGABALINA 75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30;91827;2021-10-01
PREGABALINA 75 MG CAP DURA CT BL AL PLAS TRANS X 14 ;53;2021-09-01
PREGABALINA 75 MG CAP DURA CT BL AL PLAS TRANS X 28;25477;2021-10-01
PREGABALINA 75 MG CAP DURA CT BL AL PLAS TRANS X 30;27742;2021-10-01
PREGABALINA 75 MG CAP DURA CT BL AL PVC X 30;2111;2021-01-01
PREGABALINA 75 MG CAP DURA CT BL AL PVC/ACLAR X 30;4448;2021-01-01
PREGABALINA 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 15;286;2021-09-01
PREGABALINA 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 28;444;2020-01-01
PREGABALINA 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30;111627;2021-10-01
PREGABALINA 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30 ;13135;2021-10-01
PREGABALINA 75 MG CAP GEL DURA CT BL AL PVC X 30;3840;2020-06-01
PREGABALINA 75 MG CAP GEL DURA CT BL AL PVC/ACLAR X 30;12050;2020-06-01
PREGABALINA 75 MG COM CT BL AL PLAS TRANS X 30;12197;2021-10-01
PREGABALINA 75 MG COM CT BL AL PLAS TRANS X 7;9;2021-06-01
PRIMIDONA 100 MG COM CT BL AL PLAS INC X 100;18507;2021-10-01
PRIMIDONA 250 MG COM CT BL AL PLAS INC X 20 ;10324;2021-10-01
RAMELTEONA 8 MG COM REV CT BL AL AL X 10;162;2021-09-01
RAMELTEONA 8 MG COM REV CT BL AL AL X 20;451;2021-10-01
RAMELTEONA 8 MG COM REV CT BL AL AL X 30;2242;2021-10-01
RIBAVIRINA 200 MG CAP DURA CT BL AL PLAS TRANS X 140;43;2019-06-01
RIBAVIRINA 250 MG CAP GEL DURA CT FR PLAS OPC X 60;3;2018-04-01
RIFAMICINA 10 MG / ML SOL TOP SPRAY CT FR VD AMB X 20 ML;1794;2021-10-01
RIFAMICINA 10 MG/ML SOL TOP SPRAY CT FR PLAS AMB X 20 ML ;32543;2021-10-01
RIFAMICINA 10 MG/ML SOL TOP SPRAY CT FR VD AMB X 20 ML;17482;2021-10-01
RIFAMICINA 10 MG/ML SOL TOP SPRAY CT FR VD AMB X 20 ML ;3721;2021-10-01
RIFAMICINA 10 MG/ML SOL TOP SPRAY CX 50 FR PLAS AMB X 20 ML (EMB HOSP);2;2019-05-01
RIFAMICINA SV SÓDICA 10 MG / ML SOL TOP CT FR VD AMB SPR X 20 ML;127;2021-10-01
RIFAMICINA SV SÓDICA 10 MG/ML SOL TOP SPR CT FR VD AMB X 20 ML;49933;2021-10-01
RIFAMICINA SV SÓDICA 10 MG/ML SOL TOP SPRAY CT FR PET AMB X 20 ML ;47;2019-09-01
RIFAMICINA SV SÓDICA 10 MG/ML SOL TOP SPRAY CT FR VD AMB X 20 ML;59879;2021-10-01
RIFAMPICINA 150 MG/ML SOL OR PED CT FR VD AMB X 10 ML;29;2021-02-01
RIFAMPICINA 300 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 6;91;2021-10-01
RIFAMPICINA 300 MG CAP DURA CT BL AL PLAS TRANS X 6;8961;2021-10-01
RIFAXIMINA 550 MG COM REV CT BL AL PLAS TRANS X 28;216;2021-10-01
RILMENIDINA 1 MG COM CT BL AL/AL X 30;1;2020-09-01
RISPERIDONA 1 MG COM REV CT BL AL AL X 30;779;2020-04-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS INC X 20;5;2017-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS INC X 30;22021;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS INC X 60 ;1181;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS PVC TRANS X 30;2574;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS PVC TRANS X 60;671;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20;9;2020-05-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30;21872;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60;3050;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30;22721;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS PVDC 40 TRANS X 30;2882;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS TRANS X 20;3013;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS TRANS X 30;96007;2021-10-01
RISPERIDONA 1 MG COM REV CT BL AL PLAS TRANS X 60;546;2021-10-01
RISPERIDONA 1 MG/ML SOL OR CT FR VD AMB X 30 ML + SER DOS ;34680;2021-10-01
RISPERIDONA 1 MG/ML SOL OR CT FR VD AMB X 30 ML + SER PLAS DOSAD ;3236;2021-10-01
RISPERIDONA 1 MG/ML SOL OR CT FR VD AMB X 50 ML + SER DOS;150;2018-08-01
RISPERIDONA 1 MG/ML SOL OR CT FR VD AMB X 60 ML + SER PLAS DOS;1436;2021-10-01
RISPERIDONA 1 MG/ML SOL OR CX 10 FR VD AMB X 30 ML + 10 SER DOS;1;2017-11-01
RISPERIDONA 1 MG/ML SOL ORAL CT FR VD AMB X 30 ML;4472;2021-10-01
RISPERIDONA 1MG/ML SOL OR CT FR PLAS OPC X 30ML + SER DOS;6292;2021-01-01
RISPERIDONA 1MG/ML SOL OR CT FR PLAS PEAD OPC X 30ML + SER DOS;10363;2021-10-01
RISPERIDONA 1MG/ML SOL OR CT FR PLAS PET AMB X 30ML + SER DOS ;1;2019-09-01
RISPERIDONA 2 MG COM REV CT BL AL AL X 30;819;2020-03-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS INC X 20;27;2020-06-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS INC X 30;28703;2021-10-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS PVC TRANS X 20;4;2018-10-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS PVC TRANS X 30;2425;2021-09-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS PVC TRANS X 60;786;2021-10-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20;4;2020-06-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30;38762;2021-10-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 60;2278;2021-10-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30;27492;2021-10-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS PVDC 40 TRANS X 30;2704;2021-10-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS TRANS X 20;1968;2021-10-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS TRANS X 30;83030;2021-10-01
RISPERIDONA 2 MG COM REV CT BL AL PLAS TRANS X 60;70;2021-10-01
RISPERIDONA 25 MG PO INJ IM CT FA VD INC + DIL SER VD INC X 2 ML + 3 AGU ;50;2018-08-01
RISPERIDONA 25 MG PO INJ IM CT FA VD TRANS + DIL SER VD TRANS X 2 ML + 2 AGU + 1 ADAPT;69;2021-09-01
RISPERIDONA 250 MCG COM REV CT BL AL PLAS TRANS X 10;4672;2020-03-01
RISPERIDONA 3 MG COM REV CT BL AL AL X 30;530;2020-04-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS INC X 30;3651;2021-10-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS PVC TRANS X 20;2;2020-03-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS PVC TRANS X 30;1543;2021-10-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS PVC TRANS X 60;688;2021-10-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 20;2;2020-02-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30;3943;2021-10-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30;2082;2021-10-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS PVDC 40 TRANS X 30;3646;2021-10-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS TRANS X 20;309;2021-10-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS TRANS X 30;54941;2021-10-01
RISPERIDONA 3 MG COM REV CT BL AL PLAS TRANS X 60;73;2021-10-01
RISPERIDONA 3 MG COM REV CT BL AL/AL X 20;1;2018-08-01
RISPERIDONA 3MG COM REV CT BL AL PLAS TRANS X 20;379;2019-12-01
RISPERIDONA 50 MG PO INJ IM CT FA VD TRANS + DIL SER VD TRANS X 2 ML + 2 AGU + 1 ADAPT;8;2021-04-01
RISPERIDONA 500 MCG COM REV CT BL AL PLAS TRANS X 10;8718;2021-10-01
RIVAROXABANA 10 MG COM REV CT BL AL PP X 10;1;2018-05-01
RIVASTIGMINA 18MG ADES CT SACHE X 15 (9,5MG / 24H) ;1;2018-05-01
RIVASTIGMINA 18MG ADES CT SACHE X 30 (9,5MG / 24H);13207;2021-10-01
RIVASTIGMINA 27MG ADES CT SACHE X 15 (13,3MG / 24H) ;7;2018-10-01
RIVASTIGMINA 27MG ADES CT SACHE X 30 (13,3MG / 24H);10941;2021-10-01
RIVASTIGMINA 9MG ADES CT SACHE X 30 (4,6MG / 24H);4955;2021-10-01
ROSUVASTATINA CÁLCICA 20 MG COM REV CT BL AL/AL X 30;2;2020-12-01
ROTIGOTINA 13,5 MG ADES TRANSD CT ENV AL / PAP X 28 (6 MG / 24 H);1315;2021-10-01
ROTIGOTINA 18,0 MG ADES TRANSD CT ENV AL / PAP X 28 (8 MG / 24 H);1057;2021-10-01
ROTIGOTINA 4,5 MG ADES TRANSD CT ENV AL / PAP X 7 (2 MG / 24 H);1169;2021-10-01
ROTIGOTINA 9,0 MG ADES TRANSD CT ENV AL / PAP X 28 (4 MG / 24 H);1221;2021-10-01
RUFINAMIDA 200 MG COM REV CT BL AL AL X 60;57;2021-05-01
RUFINAMIDA 400 MG COM REV CT BL AL AL X 60;3;2020-02-01
SACCHAROMYCES BOULARDII 200 MG CAP GEL DURA CT FR PLAS OPC X 6;40;2021-06-01
